Movie_Title,MPAA,Distributor,Genre,Rotten_Tomatoes_Rating
Despicable Me,PG,Universal,Comedy,80.0
Deuce Bigalow: European Gigolo,R,Sony Pictures,Comedy,10.0
Deuce Bigalow: Male Gigolo,R,Walt Disney Pictures,Comedy,23.0
The Devil's Own,R,Sony Pictures,Thriller/Suspense,29.0
Darkness Falls,PG-13,Sony Pictures,Horror,8.0
Defiance,R,Paramount Vantage,Drama,56.0
A Dog of Flanders,PG,Warner Bros.,Drama,17.0
Dragonfly,PG-13,Universal,Drama,7.0
The Dead Girl,R,First Look,Thriller/Suspense,73.0
The Lords of Dogtown,PG-13,Sony/TriStar,Action,0.0
Dick,PG-13,Sony Pictures,Comedy,70.0
Live Free or Die Hard,PG-13,20th Century Fox,Action,82.0
Digimon: The Movie,PG,20th Century Fox,Adventure,0.0
Dirty Work,PG-13,MGM,Comedy,17.0
Banlieue 13,R,Magnolia Pictures,Action,0.0
Disaster Movie,PG-13,Lionsgate,Comedy,2.0
District 9,R,Sony Pictures,Thriller/Suspense,91.0
Disturbing Behavior,R,MGM,Thriller/Suspense,30.0
Le Scaphandre et le Papillon,PG-13,Miramax,Drama,0.0
Dark Blue,R,MGM,Drama,57.0
Dreaming of Joseph Lees,R,Fox Searchlight,0,0.0
De-Lovely,PG-13,MGM,Drama,49.0
Madea's Family Reunion,PG-13,Lionsgate,Comedy,26.0
Dead Man on Campus,R,Paramount Pictures,Black Comedy,15.0
Drowning Mona,PG-13,Destination Films,Comedy,29.0
Diamonds,PG-13,Miramax,0,26.0
Doomsday,R,Universal,Action,48.0
Donkey Punch,R,Magnolia Pictures,Thriller/Suspense,0.0
Dinosaur,PG,Walt Disney Pictures,Adventure,65.0
DOA: Dead or Alive,PG-13,Weinstein/Dimension,Action,34.0
Doogal,G,Weinstein Co.,Adventure,0.0
Dogma,R,Lionsgate,Comedy,68.0
Domestic Disturbance,PG-13,Paramount Pictures,Thriller/Suspense,24.0
Domino,R,New Line,Action,19.0
Donnie Brasco,R,Sony Pictures,Drama,87.0
Doom,R,Universal,Horror,19.0
Doubt,PG-13,Miramax,Drama,78.0
Doug's 1st Movie,G,Walt Disney Pictures,Adventure,0.0
Downfall,R,Newmarket Films,Drama,0.0
The Deep End,R,Fox Searchlight,Thriller/Suspense,81.0
Deep Impact,PG-13,Paramount Pictures,Adventure,47.0
The Departed,R,Warner Bros.,Drama,93.0
Dracula 2000,R,Miramax,Horror,15.0
Death Race,R,Universal,Action,41.0
Drag Me To Hell,PG-13,Universal,Horror,92.0
"Crouching Tiger, Hidden Dragon",PG-13,Sony Pictures Classics,Drama,0.0
Derailed,R,Weinstein Co.,Action,20.0
Doctor Dolittle 2,PG,20th Century Fox,Comedy,0.0
Doctor Dolittle,PG-13,20th Century Fox,Comedy,0.0
Dickie Roberts: Former Child Star,PG-13,Paramount Pictures,Comedy,0.0
Drillbit Taylor,PG-13,Paramount Pictures,Comedy,26.0
Driving Lessons,PG-13,Sony Pictures Classics,0,48.0
Driven,PG-13,Warner Bros.,Action,13.0
Darkness,PG-13,Miramax/Dimension,Horror,4.0
I Dreamed of Africa,PG-13,Sony Pictures,Drama,9.0
Dreamcatcher,R,Warner Bros.,Drama,30.0
Dreamgirls,PG-13,Paramount Pictures,Musical,78.0
Detroit Rock City,R,New Line,Comedy,47.0
Drop Dead Gorgeous,PG-13,New Line,Comedy,45.0
Drumline,PG-13,20th Century Fox,Comedy,81.0
The Legend of Drunken Master,R,Miramax,Action,0.0
Dinner Rush,R,Access Motion Picture Group,Drama,0.0
The Descent,R,Lionsgate,Thriller/Suspense,0.0
DysFunkTional Family,R,Miramax,Concert/Performance,43.0
The Master of Disguise,PG,Sony Pictures,Comedy,2.0
Desert Blue,R,Goldwyn Entertainment,0,0.0
Disturbia,PG-13,Paramount Pictures,Thriller/Suspense,68.0
Double Take,PG-13,Walt Disney Pictures,Action,12.0
Death at a Funeral,R,MGM,Comedy,61.0
Deterrence,R,0,Thriller/Suspense,45.0
Dirty Pretty Things,R,Miramax,Drama,0.0
Dudley Do-Right,PG,Universal,Comedy,14.0
Duets,R,Walt Disney Pictures,Drama,21.0
The Dukes of Hazzard,PG-13,Warner Bros.,Comedy,13.0
Duma,PG,Warner Bros.,Adventure,93.0
Dumb and Dumberer: When Harry Met Lloyd,PG-13,New Line,Comedy,10.0
Dungeons & Dragons 2: The Elemental Might,0,Warner Bros.,0,0.0
Dungeons and Dragons,PG-13,New Line,Adventure,0.0
Duplex,PG-13,Miramax,Comedy,0.0
"You, Me and Dupree",PG-13,Universal,Comedy,21.0
Devil's Advocate,R,Warner Bros.,Drama,0.0
The Da Vinci Code,PG-13,Sony Pictures,Thriller/Suspense,25.0
D-War,PG-13,Freestyle Releasing,Action,0.0
Deuces Wild,R,MGM,Drama,3.0
Down to Earth,PG-13,Paramount Pictures,Comedy,19.0
Down to You,PG-13,Miramax,Romantic Comedy,3.0
I'm Not There,R,Weinstein Co.,Drama,76.0
Easy A,PG-13,Sony/Screen Gems,Comedy,80.0
The Eclipse,R,Magnolia Pictures,0,0.0
Edge of Darkness,R,Warner Bros.,Drama,55.0
EDtv,PG-13,Universal,Comedy,62.0
An Education,PG-13,Sony Pictures Classics,Drama,94.0
East is East,R,Miramax,Comedy,0.0
8 Heads in a Duffel Bag,R,Orion Pictures,Black Comedy,11.0
Eagle Eye,PG-13,Paramount Pictures,Thriller/Suspense,27.0
8MM,R,Sony Pictures,Thriller/Suspense,22.0
Iris,R,Miramax,Drama,79.0
Election,R,Paramount Pictures,Black Comedy,92.0
Elektra,PG-13,20th Century Fox,Action,10.0
Elf,PG,New Line,Comedy,84.0
Elizabeth,R,Gramercy,Drama,81.0
Ella Enchanted,PG,Miramax,Comedy,49.0
Once Upon a Time in Mexico,R,Sony Pictures,Action,68.0
The Adventures of Elmo in Grouchland,G,Sony Pictures,Comedy,76.0
The Emperor's Club,PG-13,Universal,Drama,50.0
Empire,R,Universal,Drama,21.0
La marche de l'empereur,G,Warner Independent,Documentary,0.0
Employee of the Month,PG-13,Lionsgate,Comedy,20.0
The Emperor's New Groove,G,Walt Disney Pictures,Adventure,85.0
Enchanted,PG,Walt Disney Pictures,Romantic Comedy,92.0
The End of the Affair,R,Sony Pictures,Drama,67.0
End of Days,R,Universal,Action,11.0
End of the Spear,PG-13,M Power Releasing,Drama,0.0
Enemy at the Gates,R,Paramount Pictures,Drama,53.0
Enemy of the State,R,Walt Disney Pictures,Action,70.0
Entrapment,PG-13,20th Century Fox,Thriller/Suspense,38.0
Enough,PG-13,Sony Pictures,Thriller/Suspense,21.0
Envy,PG-13,Dreamworks SKG,Comedy,7.0
Epic Movie,PG-13,20th Century Fox,Comedy,2.0
Eragon,PG,20th Century Fox,Adventure,16.0
Erin Brockovich,R,Universal,Drama,83.0
Elizabethtown,PG-13,Paramount Pictures,Drama,28.0
Eat Pray Love,R,Sony Pictures,Drama,37.0
Eternal Sunshine of the Spotless Mind,R,Focus Features,Comedy,93.0
Eulogy,R,Artisan,Comedy,32.0
Eureka,Not Rated,0,Drama,0.0
Eurotrip,R,Dreamworks SKG,Comedy,46.0
Eve's Bayou,R,Trimark,Drama,80.0
Event Horizon,R,Paramount Pictures,Horror,21.0
Ever After: A Cinderella Story,PG,20th Century Fox,Drama,0.0
Evita,PG,Walt Disney Pictures,Musical,61.0
Evolution,PG-13,Dreamworks SKG,Comedy,42.0
An Everlasting Piece,R,Dreamworks SKG,0,49.0
Fong juk,Not Rated,Magnolia Pictures,Action,0.0
Exit Wounds,R,Warner Bros.,Action,33.0
The Exorcism of Emily Rose,PG-13,Sony/Screen Gems,Thriller/Suspense,45.0
Exorcist: The Beginning,R,Warner Bros.,Horror,0.0
The Express,PG,Universal,Drama,61.0
eXistenZ,R,Miramax,Thriller/Suspense,71.0
Extract,R,Miramax,Comedy,62.0
Extreme Ops,PG-13,Paramount Pictures,Action,6.0
Eyes Wide Shut,R,Warner Bros.,Drama,78.0
The Faculty,R,Miramax,Horror,51.0
Failure to Launch,PG-13,Paramount Pictures,Romantic Comedy,25.0
Keeping the Faith,PG-13,Walt Disney Pictures,Romantic Comedy,68.0
Fame,PG,MGM,Musical,25.0
The Family Stone,PG-13,20th Century Fox,Comedy,52.0
Lisa Picard is Famous,PG-13,0,Comedy,0.0
Fantasia 2000 (Theatrical Release),G,Walt Disney Pictures,Musical,0.0
Far From Heaven,PG-13,Focus Features,Drama,89.0
Fascination,R,MGM,Thriller/Suspense,0.0
Father's Day,PG-13,Warner Bros.,Comedy,0.0
Facing the Giants,PG,IDP/Goldwyn/Roadside,Drama,9.0
Face/Off,R,Paramount Pictures,Action,93.0
Final Destination 2,R,New Line,Horror,47.0
Final Destination 3,R,New Line,Horror,45.0
The Final Destination,R,Warner Bros.,Horror,27.0
FearDotCom,R,Warner Bros.,Horror,0.0
Fear and Loathing in Las Vegas,R,Universal,Comedy,47.0
Feast,R,Weinstein/Dimension,Horror,55.0
The Fifth Element,PG-13,Sony Pictures,Action,72.0
Femme Fatale,R,Warner Bros.,Thriller/Suspense,48.0
Bring it On,PG-13,Universal,Comedy,63.0
Fantastic Four,PG-13,20th Century Fox,Action,27.0
54,R,Miramax,Drama,13.0
2 Fast 2 Furious,PG-13,Universal,Action,36.0
The Fast and the Furious,PG-13,Universal,Action,53.0
Fool's Gold,PG-13,Warner Bros.,Adventure,0.0
Fahrenheit 9/11,R,Lionsgate,Documentary,83.0
Capitalism: A Love Story,R,Overture Films,Documentary,75.0
From Hell,R,20th Century Fox,Thriller/Suspense,57.0
Fido,R,Lionsgate,Horror,0.0
Fight Club,R,20th Century Fox,Drama,81.0
Final Fantasy: The Spirits Within,PG-13,Sony Pictures,Adventure,0.0
Finding Forrester,PG-13,Sony Pictures,Drama,74.0
Freddy Got Fingered,R,20th Century Fox,Comedy,11.0
Firestorm,R,20th Century Fox,Action,0.0
Fish Tank,0,0,0,0.0
Felicia's Journey,PG-13,Artisan,Drama,88.0
From Justin to Kelly,PG,20th Century Fox,Musical,8.0
Final Destination,R,New Line,Horror,31.0
Flags of Our Fathers,R,Paramount Pictures,Drama,73.0
Flawless,R,MGM,Drama,43.0
Flammen og Citronen,0,IFC Films,Thriller/Suspense,0.0
Flicka,PG,20th Century Fox,Drama,54.0
Flight of the Phoenix,PG-13,20th Century Fox,Adventure,30.0
United 93,R,Universal,Drama,91.0
Flubber,PG,Walt Disney Pictures,Comedy,17.0
Flushed Away,PG,Paramount Pictures,Comedy,72.0
Flyboys,PG-13,MGM,Drama,33.0
Fly Me To the Moon,G,Summit Entertainment,Adventure,17.0
Find Me Guilty,R,Freestyle Releasing,Drama,60.0
The Family Man,PG-13,Universal,Comedy,52.0
Friends with Money,R,Sony Pictures Classics,Comedy,71.0
Finding Nemo,G,Walt Disney Pictures,Adventure,98.0
Finishing the Game,Not Rated,IFC First Take,Comedy,35.0
Foodfight!,PG,Lionsgate,Comedy,0.0
Formula 51,R,Screen Media Films,Action,0.0
The Fountain,PG-13,Warner Bros.,Drama,51.0
Fantastic Four: Rise of the Silver Surfer,PG,20th Century Fox,Action,36.0
Farce of the Penguins,R,ThinkFilm,Comedy,0.0
Flightplan,PG-13,Walt Disney Pictures,Thriller/Suspense,38.0
Frailty,R,Lionsgate,Thriller/Suspense,74.0
The Forbidden Kingdom,PG-13,Lionsgate,Action,64.0
Freedom Writers,PG-13,Paramount Pictures,Drama,69.0
Next Friday,R,New Line,Comedy,21.0
Freaky Friday,PG,Walt Disney Pictures,Comedy,88.0
Frequency,PG-13,New Line,Drama,69.0
Serenity,PG-13,Universal,Action,81.0
The Forgotton,PG-13,Sony Pictures,Thriller/Suspense,0.0
Jason X,R,New Line,Horror,21.0
Friday the 13th,R,Warner Bros.,Horror,26.0
Friday After Next,R,New Line,Comedy,25.0
Frida,R,Miramax,Drama,76.0
Friday Night Lights,PG-13,Universal,Drama,81.0
Frozen River,R,Sony Pictures Classics,Drama,87.0
The Princess and the Frog,G,Walt Disney Pictures,Adventure,84.0
Full Frontal,R,Miramax,Comedy,37.0
Fireproof,PG,Samuel Goldwyn Films,Drama,40.0
The Forsaken,R,Sony Pictures,Horror,8.0
Frost/Nixon,R,Universal,Drama,92.0
Factory Girl,R,MGM,Drama,19.0
Fateless,R,ThinkFilm,Drama,0.0
The Full Monty,R,Fox Searchlight,Comedy,95.0
Fun With Dick And Jane,PG-13,Sony Pictures,Comedy,29.0
Funny People,R,Universal,Comedy,67.0
Fur,R,Picturehouse,Drama,0.0
Furry Vengeance,PG,Summit Entertainment,Comedy,8.0
Fever Pitch,PG-13,20th Century Fox,Comedy,0.0
For Your Consideration,PG-13,Warner Independent,Comedy,50.0
The Game,R,Polygram,Thriller/Suspense,80.0
Gangs of New York,R,Miramax,Drama,75.0
Garfield,PG,20th Century Fox,Comedy,0.0
Georgia Rule,R,Universal,Drama,17.0
Gattaca,PG-13,Sony Pictures,Drama,82.0
"Gone, Baby, Gone",R,Miramax,Drama,0.0
"Goodbye, Lenin!",R,Sony Pictures Classics,Comedy,0.0
Good Boy!,PG,MGM,Comedy,45.0
Gods and Generals,PG-13,Warner Bros.,Drama,8.0
The Good German,R,Warner Bros.,Drama,32.0
Gods and Monsters,R,Lionsgate,Drama,96.0
The Good Night,R,Sony Pictures,Romantic Comedy,29.0
The Good Thief,R,Fox Searchlight,Drama,78.0
George and the Dragon,PG,0,0,0.0
Gerry,R,ThinkFilm,Drama,0.0
G-Force,PG,Walt Disney Pictures,Adventure,22.0
Gridiron Gang,PG-13,Sony Pictures,Drama,41.0
The Good Girl,R,Fox Searchlight,Comedy,81.0
Ghost Ship,R,Warner Bros.,Horror,13.0
Ghosts of Mississippi,PG-13,Sony Pictures,Drama,50.0
The Glass House,PG-13,Sony Pictures,Thriller/Suspense,21.0
Ghost Rider,PG-13,Sony Pictures,Action,26.0
Ghost Town,PG-13,Paramount Pictures,Romantic Comedy,85.0
The Gift,R,Paramount Vantage,Thriller/Suspense,56.0
Gigli,R,Sony Pictures,Romantic Comedy,6.0
G.I.Jane,R,Walt Disney Pictures,Drama,0.0
G.I. Joe: The Rise of Cobra,PG-13,Paramount Pictures,Action,0.0
"Girl, Interrupted",R,Sony Pictures,Drama,53.0
Gladiator,R,Sony Pictures,Action,77.0
Glitter,PG-13,20th Century Fox,Musical,7.0
Gloria,R,Sony Pictures,Drama,19.0
Good Luck Chuck,R,Lionsgate,Romantic Comedy,5.0
John Carpenter's Ghosts of Mars,R,Screen Media Films,Action,0.0
The Green Mile,R,Warner Bros.,Drama,77.0
The Game of Their Lives,PG,IFC Films,Drama,25.0
"Gandhi, My Father",Not Rated,Eros Entertainment,Drama,40.0
Good Night and Good Luck,PG,Warner Independent,Drama,0.0
The General's Daughter,R,Paramount Pictures,Drama,22.0
Gun Shy,R,Walt Disney Pictures,Comedy,24.0
Go!,R,Sony Pictures,Black Comedy,92.0
Goal!,PG,Walt Disney Pictures,Drama,0.0
Godzilla 2000,PG,Sony Pictures,Action,0.0
Godsend,PG-13,Lionsgate,Thriller/Suspense,4.0
Godzilla,PG-13,Sony Pictures,Action,25.0
Smiling Fish and Goat on Fire,R,0,0,0.0
Gone in 60 Seconds,PG-13,0,0,0.0
Good,R,ThinkFilm,Drama,34.0
Good Will Hunting,R,Miramax,Drama,97.0
Gosford Park,R,USA Films,Comedy,86.0
Gossip,R,Warner Bros.,Drama,28.0
The Game Plan,PG,Walt Disney Pictures,Comedy,27.0
Girl with a Pearl Earring,PG-13,Lionsgate,Drama,71.0
Galaxy Quest,PG,Dreamworks SKG,Comedy,89.0
Saving Grace,R,Fine Line,Comedy,63.0
Gracie,PG-13,Picturehouse,Drama,59.0
The Great Raid,R,Miramax,Action,36.0
The Grand,R,Anchor Bay Entertainment,Comedy,0.0
The Constant Gardener,R,Focus Features,Drama,83.0
Garden State,R,Fox Searchlight,Drama,86.0
Grease,PG,Paramount Pictures,Musical,83.0
Green Zone,R,Universal,Drama,55.0
George Of The Jungle,PG,Walt Disney Pictures,Comedy,54.0
The Brothers Grimm,PG-13,Miramax/Dimension,Adventure,37.0
The Girl Next Door,R,20th Century Fox,Romantic Comedy,56.0
How the Grinch Stole Christmas,PG,Universal,Comedy,53.0
Grindhouse,R,Weinstein/Dimension,Horror,0.0
Get Rich or Die Tryin',R,Paramount Pictures,Drama,16.0
Wallace & Gromit: The Curse of the Were-Rabbit,G,Dreamworks SKG,Adventure,95.0
Groove,R,Sony Pictures Classics,Comedy,56.0
Grosse Point Blank,R,Walt Disney Pictures,Black Comedy,0.0
The Grudge 2,PG-13,Sony Pictures,Horror,10.0
The Grudge,PG-13,Sony Pictures,Horror,39.0
Grown Ups,PG-13,Sony Pictures,Comedy,9.0
Ghost Dog: Way of the Samurai,R,Artisan,Drama,0.0
Guess Who,PG-13,Sony Pictures,Comedy,43.0
Get Carter,R,Warner Bros.,Drama,12.0
Get Over It,PG-13,Miramax,Romantic Comedy,45.0
Veronica Guerin,R,Walt Disney Pictures,Drama,54.0
The Guru,R,Universal,Comedy,0.0
A Guy Thing,PG-13,MGM,Romantic Comedy,0.0
Ghost World,R,MGM,Comedy,92.0
Halloween 2,R,Weinstein/Dimension,Horror,0.0
Hairspray,PG,New Line,Musical,91.0
Half Baked,R,Universal,Comedy,29.0
Hamlet,PG-13,Sony Pictures,Drama,94.0
Hamlet,R,Miramax,Drama,71.0
Hannibal the Conqueror,0,Sony Pictures,0,0.0
Hancock,PG-13,Sony Pictures,Action,40.0
Happily N'Ever After,PG,Lionsgate,Comedy,0.0
The Happening,R,20th Century Fox,Thriller/Suspense,18.0
"Happy, Texas",PG-13,Miramax,Comedy,82.0
Hard Candy,R,Lionsgate,Horror,0.0
Harsh Times,R,MGM,Drama,48.0
Harvard Man,R,0,Drama,0.0
Harry Brown,R,Samuel Goldwyn Films,Thriller/Suspense,0.0
The House Bunny,PG-13,Sony Pictures,Comedy,39.0
The Devil's Rejects,R,Lionsgate,Horror,54.0
"House of 1,000 Corpses",R,Lionsgate,Horror,0.0
The House of the Dead,R,Artisan,Horror,0.0
Hidalgo,PG-13,Walt Disney Pictures,Western,46.0
Hide and Seek,R,20th Century Fox,Thriller/Suspense,12.0
Hoodwinked,PG,Weinstein Co.,Comedy,0.0
How Do You Know?,0,Sony Pictures,Romantic Comedy,0.0
Head of State,PG-13,Dreamworks SKG,Comedy,30.0
Hedwig and the Angry Inch,R,Fine Line,Musical,92.0
Pooh's Heffalump Movie,G,Walt Disney Pictures,Adventure,80.0
He Got Game,R,Walt Disney Pictures,Drama,80.0
Heist,R,New Line,Action,66.0
Hellboy 2: The Golden Army,PG-13,Universal,Action,0.0
Hellboy,PG-13,Sony Pictures,Action,81.0
Raising Helen,PG-13,Walt Disney Pictures,Comedy,22.0
A Home at the End of the World,R,Warner Independent,Drama,48.0
Jet Li's Hero,PG-13,Miramax,Action,0.0
Here on Earth,PG-13,20th Century Fox,Drama,18.0
House of Flying Daggers,PG-13,Sony Pictures Classics,Action,0.0
Head Over Heels,PG-13,Universal,Romantic Comedy,9.0
The Haunting,PG-13,Dreamworks SKG,Horror,17.0
High Crimes,PG-13,20th Century Fox,Thriller/Suspense,31.0
High Fidelity,R,Walt Disney Pictures,Comedy,92.0
Highlander: Endgame,R,Miramax/Dimension,Action,0.0
High Heels and Low Lifes,R,Walt Disney Pictures,0,20.0
High School Musical 3: Senior Year,G,Walt Disney Pictures,Musical,66.0
The History Boys,R,Fox Searchlight,Comedy,63.0
A History of Violence,R,New Line,Drama,87.0
Hitch,PG-13,Sony Pictures,Romantic Comedy,69.0
Hitman,R,20th Century Fox,Action,14.0
Harold & Kumar Escape from Guantanamo Bay,R,Warner Bros.,Comedy,54.0
Harold & Kumar Go to White Castle,R,New Line,Comedy,74.0
Held Up,PG-13,Trimark,Comedy,17.0
The Hills Have Eyes II,R,20th Century Fox,Horror,0.0
The Hills Have Eyes,R,Fox Searchlight,Horror,49.0
How to Lose Friends & Alienate People,R,MGM,Comedy,36.0
Half Past Dead,PG-13,Sony Pictures,Action,2.0
Halloween: H2O,R,Miramax,Horror,0.0
Halloween: Resurrection,R,Miramax/Dimension,Horror,0.0
Holy Man,PG,Walt Disney Pictures,Comedy,12.0
Milk,R,Focus Features,Drama,94.0
Hamlet 2,R,Focus Features,Comedy,64.0
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,G,Walt Disney Pictures,Concert/Performance,71.0
Home on the Range,PG,Walt Disney Pictures,Comedy,54.0
Hannibal Rising,R,Weinstein Co.,Thriller/Suspense,15.0
The Hangover,R,Warner Bros.,Comedy,78.0
Hanging Up,PG-13,Sony Pictures,Comedy,12.0
The Hoax,R,Walt Disney Pictures,Drama,85.0
Holes,PG,Walt Disney Pictures,Drama,77.0
The Holiday,PG-13,Sony Pictures,Romantic Comedy,47.0
Hollow Man,R,Sony Pictures,Horror,28.0
Holy Girl,R,Fine Line,Drama,0.0
Home Fries,PG-13,Warner Bros.,Black Comedy,31.0
Honey,PG-13,Universal,Drama,20.0
The Honeymooners,PG-13,Paramount Pictures,Comedy,14.0
Hoot,PG,New Line,Comedy,26.0
Hope Floats,PG-13,20th Century Fox,Drama,23.0
Horton Hears a Who,G,20th Century Fox,Adventure,0.0
Hostel: Part II,R,Lionsgate,Horror,45.0
Hostage,R,Miramax,Action,0.0
Hostel,R,Lionsgate,Horror,0.0
Hot Rod,PG-13,Paramount Pictures,Comedy,40.0
The Hours,PG-13,Paramount Pictures,Drama,80.0
Life as a House,R,New Line,Drama,46.0
Bringing Down the House,PG-13,Walt Disney Pictures,Comedy,34.0
House of Wax,R,Warner Bros.,Horror,25.0
How to Deal,PG-13,New Line,Drama,29.0
How High,R,Universal,Comedy,27.0
Def Jam's How To Be a Player,R,Gramercy,Comedy,0.0
Harry Potter and the Chamber of Secrets,PG,Warner Bros.,Adventure,82.0
Harry Potter and the Prisoner of Azkaban,PG,Warner Bros.,Adventure,90.0
Harry Potter and the Goblet of Fire,PG-13,Warner Bros.,Adventure,88.0
Harry Potter and the Order of the Phoenix,PG-13,Warner Bros.,Adventure,78.0
Harry Potter and the Half-Blood Prince,PG,Warner Bros.,Adventure,83.0
Harry Potter and the Sorcerer's Stone,PG,Warner Bros.,Adventure,0.0
Happy Feet,PG,Warner Bros.,Adventure,74.0
Hercules,G,Walt Disney Pictures,Adventure,84.0
Hardball,PG-13,Paramount Pictures,Drama,38.0
Hard Rain,R,Paramount Pictures,Action,26.0
The Horse Whisperer,PG-13,Walt Disney Pictures,Drama,71.0
The Heart of Me,R,0,0,0.0
Casa de Areia,R,Sony Pictures Classics,Drama,0.0
Sorority Row,R,Summit Entertainment,Horror,22.0
Hart's War,R,MGM,Drama,58.0
The Hitchhiker's Guide to the Galaxy,PG,Walt Disney Pictures,Comedy,60.0
High Tension,R,Lionsgate,Horror,0.0
Hot Fuzz,R,Focus Features,Comedy,91.0
Human Traffic,R,Miramax,0,0.0
How to Train Your Dragon,PG,Paramount Pictures,Comedy,98.0
I Heart Huckabees,R,Fox Searchlight,Comedy,62.0
Hulk,PG-13,Universal,Action,62.0
The Incredible Hulk,PG-13,Universal,Adventure,66.0
The Hunchback of Notre Dame,G,Walt Disney Pictures,Adventure,73.0
The Hunted,R,Paramount Pictures,Action,31.0
Hurricane Streets,0,MGM,Drama,0.0
The Hurt Locker,R,Summit Entertainment,Drama,0.0
Hustle & Flow,R,Paramount Vantage,Drama,0.0
Starsky & Hutch,PG-13,Warner Bros.,Comedy,64.0
Hollywood Ending,PG-13,Dreamworks SKG,Romantic Comedy,46.0
Hollywood Homicide,PG-13,Sony/Columbia,Action,30.0
Whatever it Takes,PG-13,Sony Pictures,Romantic Comedy,16.0
Ice Age: The Meltdown,PG,20th Century Fox,Adventure,0.0
Ice Age: Dawn of the Dinosaurs,PG,20th Century Fox,Adventure,0.0
Ice Age,PG,20th Century Fox,Adventure,77.0
Ice Princess,G,Walt Disney Pictures,Comedy,52.0
The Ice Storm,R,Fox Searchlight,Drama,82.0
I Come with the Rain,0,0,0,0.0
Identity,R,Sony Pictures,Thriller/Suspense,62.0
An Ideal Husband,PG-13,Miramax,Comedy,86.0
Idlewild,R,Universal,Musical,47.0
Igby Goes Down,R,MGM,Comedy,76.0
Igor,PG,MGM,Comedy,35.0
I Got the Hook-Up!,R,Miramax,Comedy,17.0
Idle Hands,R,Sony Pictures,Horror,15.0
Imaginary Heroes,R,Sony Pictures Classics,Drama,35.0
I Still Know What You Did Last Summer,R,Sony Pictures,Horror,8.0
I Know What You Did Last Summer,R,Sony Pictures,Horror,36.0
"I Love You, Beth Cooper",PG-13,20th Century Fox,Comedy,0.0
The Illusionist,PG-13,Yari Film Group Releasing,Drama,74.0
But I'm a Cheerleader,R,Lionsgate,Comedy,0.0
The Imaginarium of Doctor Parnassus,PG-13,Sony Pictures Classics,Adventure,64.0
Imagine Me & You,R,Fox Searchlight,Romantic Comedy,0.0
Imagine That,PG,Paramount Pictures,Comedy,38.0
Impostor,PG-13,Miramax,Thriller/Suspense,0.0
Inception,PG-13,Warner Bros.,Thriller/Suspense,87.0
In the Cut,R,Sony Pictures,Thriller/Suspense,34.0
In Too Deep,R,Gramercy,Drama,36.0
IndigËnes,Not Rated,Weinstein Co.,Drama,0.0
Indiana Jones and the Kingdom of the Crystal Skull,PG-13,Paramount Pictures,Adventure,77.0
In Dreams,R,Dreamworks SKG,Horror,22.0
Infamous,R,Warner Independent,Drama,72.0
The Informant,R,Warner Bros.,Thriller/Suspense,0.0
The Informers,R,Senator Entertainment,Thriller/Suspense,0.0
Inkheart,PG,Warner Bros.,Adventure,40.0
In & Out,PG-13,Paramount Pictures,Comedy,71.0
I Now Pronounce You Chuck and Larry,PG-13,Universal,Comedy,14.0
Inside Man,R,Universal,Thriller/Suspense,86.0
The Insider,R,Walt Disney Pictures,Drama,96.0
Insomnia,R,Warner Bros.,Thriller/Suspense,92.0
Inspector Gadget,PG,Walt Disney Pictures,Comedy,21.0
Instinct,R,Walt Disney Pictures,Drama,27.0
The Invention of Lying,PG-13,Warner Bros.,Comedy,57.0
The Invasion,PG-13,Warner Bros.,Thriller/Suspense,19.0
Ira and Abby,R,Magnolia Pictures,Comedy,0.0
"I, Robot",PG-13,20th Century Fox,Action,58.0
Iron Man 2,PG-13,Paramount Pictures,Adventure,74.0
Iron Man,PG-13,Paramount Pictures,Action,94.0
The Iron Giant,PG,Warner Bros.,Adventure,97.0
Obsluhoval jsem anglickÈho kr·le,R,Sony Pictures Classics,Black Comedy,0.0
The Island,PG-13,Dreamworks SKG,Action,40.0
Isn't She Great,R,Universal,Comedy,25.0
I Spy,PG-13,Sony Pictures,Action,15.0
The Italian Job,PG-13,Paramount Pictures,Adventure,73.0
I Think I Love My Wife,R,Fox Searchlight,Romantic Comedy,19.0
Jack Frost,PG,Warner Bros.,Comedy,15.0
Jackie Brown,R,Miramax,Drama,85.0
The Jackal,R,Universal,Thriller/Suspense,12.0
The Jacket,R,Warner Independent,Thriller/Suspense,43.0
Jakob the Liar,PG-13,Sony Pictures,Drama,30.0
Jarhead,R,Universal,Drama,61.0
Jawbreaker,R,Sony Pictures,Black Comedy,7.0
The World is Not Enough,PG-13,MGM,Action,51.0
Die Another Day,PG-13,MGM,Action,59.0
Casino Royale,PG-13,Sony Pictures,Action,94.0
Quantum of Solace,PG-13,Sony Pictures,Action,64.0
Jennifer's Body,R,20th Century Fox,Thriller/Suspense,42.0
Jackass: Number Two,R,Paramount Pictures,Comedy,63.0
Jackass: The Movie,R,Paramount Pictures,Comedy,0.0
Journey to the Center of the Earth,PG,Warner Bros.,Adventure,0.0
Joe Dirt,PG-13,Sony Pictures,Comedy,11.0
The Curse of the Jade Scorpion,PG-13,Dreamworks SKG,Comedy,45.0
Jeepers Creepers,R,MGM,Horror,45.0
